Task for: 20
Total number of subfolders detected: 1294 in parent folder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20
First subfolder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20/01184/
Take number of dataset folders as output partition for multiple dataset folders: 1294
--------------Starting the worker-------------
Total number of tasks: 1294
Total number of partitions: 1294
Total number of datasets: 1294
------------------------------
Starting work on task 0
warming up with batch size 1024 on cuda
done warming up in 15.185197353363037s
------------------------------
Starting work on task 1
------------------------------
Starting work on task 2

 sample_per_sec 15 ; sample_count 1024 
 sample_per_sec 14 ; sample_count 1024 
 sample_per_sec 27 ; sample_count 2048 
 sample_per_sec 25 ; sample_count 2048 
 sample_per_sec 59 ; sample_count 5120 
 sample_per_sec 90 ; sample_count 8192 
 sample_per_sec 99 ; sample_count 9522 
 sample_per_sec 94 ; sample_count 9522 
 sample_per_sec 89 ; sample_count 9522 
 sample_per_sec 85 ; sample_count 9522 
 sample_per_sec 82 ; sample_count 9522 
 sample_per_sec 78 ; sample_count 9522 
 sample_per_sec 75 ; sample_count 9522 
 sample_per_sec 72 ; sample_count 9522 
 sample_per_sec 70 ; sample_count 9522 
 sample_per_sec 67 ; sample_count 9522 
 sample_per_sec 65 ; sample_count 9522 
 ------------------------------
Starting work on task 20
------------------------------
Starting work on task 21
sample_per_sec 59 ; sample_count 180880 
 sample_per_sec 59 ; sample_count 180880 
 sample_per_sec 59 ; sample_count 180880 
 sample_per_sec 58 ; sample_count 180880 
 sample_per_sec 58 ; sample_count 180880 
 sample_per_sec 58 ; sample_count 180880 
 sample_per_sec 58 ; sample_count 180880 
 sample_per_sec 58 ; sample_count 180880 
 sample_per_sec 58 ; sample_count 180880 
 sample_per_sec 58 ; sample_count 180880 
 sample_per_sec 58 ; sample_count 180880 
 sample_per_sec 58 ; sample_count 180880 
 sample_per_sec 58 ; sample_count 180880 
 sample_per_sec 57 ; sample_count 180880 
 sample_per_sec 57 ; sample_count 180880 
 sample_per_sec 57 ; sample_count 180880 
 sample_per_sec 57 ; sample_count 180880 
 sample_per_sec 57 ; sample_count 180880 
 sample_per_sec 57 ; sample_count 180880 
 sample_per_sec 57 ; sample_count 180880 
 sample_per_sec 57 ; sample_count 180880 
 sample_per_sec 57 ; sample_count 180880 
 sample_per_sec 57 ; sample_count 180880 
 sample_per_sec 57 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 56 ; sample_count 180880 
 sample_per_sec 55 ; sample_count 180880 
 sample_per_sec 55 ; sample_count 180880 
 sample_per_sec 55 ; sample_count 180880 
 sample_per_sec 55 ; sample_count 180880 
 sample_per_sec 55 ; sample_count 180880 
 sample_per_sec 55 ; sample_count 180880 
 sample_per_sec 55 ; sample_count 180880 
 sample_per_sec 55 ; sample_count 180880 
 sample_per_sec 55 ; sample_count 180880 
 sample_per_sec 55 ; sample_count 180880 
 sample_per_sec 55 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 54 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 53 ; sample_count 180880 
 sample_per_sec 52 ; sample_count 180880 
 sample_per_sec 52 ; sample_count 180880 
 sample_per_sec 52 ; sample_count 180880 
 sample_per_sec 52 ; sample_count 180880 
 sample_per_sec 52 ; sample_count 180880 
 sample_per_sec 52 ; sample_count 180880 
 sample_per_sec 52 ; sample_count 180880 
 sample_per_sec 52 ; sample_count 181904 
 sample_per_sec 53 ; sample_count 184976 
 sample_per_sec 53 ; sample_count 184976 
 sample_per_sec 54 ; sample_count 188048 
 sample_per_sec 54 ; sample_count 190388 
 sample_per_sec 54 ; sample_count 190388 
 sample_per_sec 54 ; sample_count 190388 
 sample_per_sec 54 ; sample_count 190388 
 sample_per_sec 54 ; sample_count 190388 
 sample_per_sec 54 ; sample_count 190388 
 sample_per_sec 54 ; sample_count 190388 
 sample_per_sec 54 ; sample_count 191412 
 sample_per_sec 54 ; sample_count 191412 
 sample_per_sec 55 ; sample_count 194484 
 sample_per_sec 56 ; sample_count 197556 
 sample_per_sec 56 ; sample_count 199885 
 sample_per_sec 56 ; sample_count 199885 
 sample_per_sec 56 ; sample_count 199885 
 sample_per_sec 56 ; sample_count 199885 
 sample_per_sec 56 ; sample_count 199885 
 sample_per_sec 56 ; sample_count 199885 
 sample_per_sec 56 ; sample_count 199885 
 sample_per_sec 56 ; sample_count 199885 
 sample_per_sec 56 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 55 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 54 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 53 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 52 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 51 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 50 ; sample_count 199885 
 sample_per_sec 49 ; sample_count 199885 
 sample_per_sec 49 ; sample_count 199885 
 sample_per_sec 49 ; sample_count 199885 
 sample_per_sec 49 ; sample_count 199885 
 sample_per_sec 49 ; sample_count 199885 
 sample_per_sec 49 ; sample_count 200909 
 ------------------------------
Starting work on task 22
------------------------------
Starting work on task 23
------------------------------
Starting work on task 24
------------------------------
Starting work on task 25
------------------------------
Starting work on task 26
sample_per_sec 50 ; sample_count 203981 
 sample_per_sec 50 ; sample_count 203981 
 sample_per_sec 51 ; sample_count 207053 
 sample_per_sec 51 ; sample_count 209417 
 sample_per_sec 51 ; sample_count 209417 
 sample_per_sec 51 ; sample_count 209417 
 sample_per_sec 51 ; sample_count 209417 
 sample_per_sec 51 ; sample_count 209417 
 sample_per_sec 51 ; sample_count 209417 
 sample_per_sec 51 ; sample_count 209417 
 sample_per_sec 51 ; sample_count 210441 
 sample_per_sec 51 ; sample_count 212489 
 sample_per_sec 52 ; sample_count 214537 
 sample_per_sec 53 ; sample_count 217609 
 sample_per_sec 53 ; sample_count 218952 
 sample_per_sec 53 ; sample_count 218952 
 sample_per_sec 53 ; sample_count 218952 
 sample_per_sec 53 ; sample_count 218952 
 sample_per_sec 53 ; sample_count 218952 
 sample_per_sec 53 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 52 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 51 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 50 ; sample_count 218952 
 sample_per_sec 49 ; sample_count 218952 
 sample_per_sec 49 ; sample_count 218952 
 sample_per_sec 49 ; sample_count 218952 
 sample_per_sec 49 ; sample_count 218952 
 sample_per_sec 49 ; sample_count 219976 
 sample_per_sec 50 ; sample_count 223048 
 sample_per_sec 51 ; sample_count 226120 
 sample_per_sec 51 ; sample_count 226120 
 sample_per_sec 51 ; sample_count 228472 
 sample_per_sec 51 ; sample_count 228472 
 sample_per_sec 51 ; sample_count 228472 
 sample_per_sec 51 ; sample_count 228472 
 sample_per_sec 51 ; sample_count 228472 
 sample_per_sec 51 ; sample_count 228472 
 sample_per_sec 51 ; sample_count 228472 
 sample_per_sec 51 ; sample_count 229496 
 sample_per_sec 52 ; sample_count 232568 
 sample_per_sec 52 ; sample_count 235640 
 sample_per_sec 53 ; sample_count 238027 
 sample_per_sec 53 ; sample_count 238027 
 sample_per_sec 53 ; sample_count 238027 
 sample_per_sec 53 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 52 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 51 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 50 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 49 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 238027 
 sample_per_sec 48 ; sample_count 239051 
 sample_per_sec 48 ; sample_count 239051 
 sample_per_sec 48 ; sample_count 242123 
 sample_per_sec 49 ; sample_count 244171 
 sample_per_sec 49 ; sample_count 247540 
 sample_per_sec 49 ; sample_count 247540 
 sample_per_sec 49 ; sample_count 247540 
 sample_per_sec 49 ; sample_count 247540 
 sample_per_sec 49 ; sample_count 247540 
 sample_per_sec 49 ; sample_count 247540 
 ------------------------------
Starting work on task 27
------------------------------
Starting work on task 28
------------------------------
Starting work on task 29
------------------------------
Starting work on task 30
------------------------------
Starting work on task 31
------------------------------
Starting work on task 32
------------------------------
Starting work on task 33
sample_per_sec 49 ; sample_count 248564 
 sample_per_sec 49 ; sample_count 248564 
 sample_per_sec 50 ; sample_count 251636 
 sample_per_sec 50 ; sample_count 254708 
 sample_per_sec 51 ; sample_count 257078 
 sample_per_sec 51 ; sample_count 257078 
 sample_per_sec 51 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 50 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 49 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 48 ; sample_count 257078 
 sample_per_sec 47 ; sample_count 257078 
 sample_per_sec 47 ; sample_count 257078 
